airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate,MissionCandidateLocations,mission,MissionLocations,missionCandidate,MissionCandidateLanguages,mission,MissionLanguages
rec7MvbTywFTvWryg,,,45000,60000,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,reclYqHRd6WzXwQwR,rec7MvbTywFTvWryg,,,,,,Rejected by CP,reclYqHRd6WzXwQwR,.com,,,rec7MvbTywFTvWryg,europe/france/paris,reclYqHRd6WzXwQwR,"en,fr",rec7MvbTywFTvWryg,fr
rec25eM1zf8i9g7V4,,,8320,12480,"<ul class=""liste"">
<li>Looking for people with at least one year of experience, preferably 2 years</li>
<li>They should be trained on industry standard tools</li>
<li>They should have Bachelor of Engineering degree in computer science or IT is a must</li>
<li>They will work with the US team where they are looking at the tickets which are gonna be generated in terms of security, as well as internal tickets</li>
<li>They are documenting a lot of security protocols</li>
<li>They are coming up with new security protocals whenever required.</li>
</ul>
",security-engineer,,,1,2,recM6Yf4IMQnibFUb,rec25eM1zf8i9g7V4,,,,,Computer Science,Sent to Client,recM6Yf4IMQnibFUb,"ethical-hacking,hacking,hardware-hacking",,,rec25eM1zf8i9g7V4,asia/india,recM6Yf4IMQnibFUb,"en,hi",rec25eM1zf8i9g7V4,"en,hi"
recUwquxTAuaSpYwc,,,60000,70000,"<p>The ideal candidate should have resources in France or Europe and have lived in France or Europe for many years, with a deep understanding of the local culture and a good level of connections <br>
Background in Business School<br>
Consulting/IB/VC experience</p>
",business-development,,,6,9,recMagcShiL1dKne5,recUwquxTAuaSpYwc,2023-03-30,,90000,90000,Double MBA (TIEMBA ‘21),Rejected by CP,recMagcShiL1dKne5,"business-planning,leadership,leadership-development,leadership-mentoring,research,start-up-ventures,start-ups,start-ups-management",recMagcShiL1dKne5,"asia/china,europe/france",recUwquxTAuaSpYwc,europe/france,recMagcShiL1dKne5,"en,fr,zh",recUwquxTAuaSpYwc,"en,fr,zh"
recZzXqsiS77tAAcS,,,,,"<p>·     Utilisation d’un CRM très orienté new deal<br>
·     ** 5 ans d’expérience en tant que commercial** ou équivalent<br>
·      Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong>.<br>
·     Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,<br>
·     Volonté de travailler dans une Proptech à forte croissance<br>
·     Réel <strong>intérêt pour le monde de l’énergie</strong><br>
·     Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail<br>
·     Plutôt <strong>trentenaire</strong></p>
",business-development,,,,,recMaX10auIu2nv8L,recZzXqsiS77tAAcS,,,32000,,Finance général,Rejected by CP,recMaX10auIu2nv8L,pack-office,recMaX10auIu2nv8L,europe/france,recZzXqsiS77tAAcS,europe/france/paris,recMaX10auIu2nv8L,"en,fr",recZzXqsiS77tAAcS,fr
rec5Vy4oVduUs4WKq,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recmbgagdB1skURea,rec5Vy4oVduUs4WKq,,,,,Logistics and supply chain management,Rejected by CP,recmbgagdB1skURea,internet-savvy,recmbgagdB1skURea,europe,rec5Vy4oVduUs4WKq,europe/hungary/budapest,recmbgagdB1skURea,"de,en,hu",rec5Vy4oVduUs4WKq,"en,hu"
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recMEAgphr6LuRnHT,recwMSrftJ7BbX5mZ,,,4500,,,Rejected by CP,recMEAgphr6LuRnHT,automation,,,recwMSrftJ7BbX5mZ,asia/india,recMEAgphr6LuRnHT,en,recwMSrftJ7BbX5mZ,"en,hi"
rec7MvbTywFTvWryg,,,45000,60000,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,recmFKjpqBFtYMo9P,rec7MvbTywFTvWryg,,,48000,50000,Expert en ingénierie et management des technologies de l’information et de la communication,Rejected by CP,recmFKjpqBFtYMo9P,"jira,react,react-native,ruby-on-rails",,,rec7MvbTywFTvWryg,europe/france/paris,recmFKjpqBFtYMo9P,en,rec7MvbTywFTvWryg,fr
recMh3kDSANBvdJbu,,,8320,12480,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1,2,recmg1dvSuKZoQklz,recMh3kDSANBvdJbu,,,,,,Rejected by CP,recmg1dvSuKZoQklz,"java,mysql,selenium",,,recMh3kDSANBvdJbu,asia/india,recmg1dvSuKZoQklz,"en,hi",recMh3kDSANBvdJbu,"en,hi"
rec11F8d7djUmcYvT,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recmiLujK3y3g0w7z,rec11F8d7djUmcYvT,,,23000,,,Sent to Client,recmiLujK3y3g0w7z,sales,,,rec11F8d7djUmcYvT,europe/bulgaria,recmiLujK3y3g0w7z,"bg,en",rec11F8d7djUmcYvT,"bg,en"
rec25eM1zf8i9g7V4,,,8320,12480,"<ul class=""liste"">
<li>Looking for people with at least one year of experience, preferably 2 years</li>
<li>They should be trained on industry standard tools</li>
<li>They should have Bachelor of Engineering degree in computer science or IT is a must</li>
<li>They will work with the US team where they are looking at the tickets which are gonna be generated in terms of security, as well as internal tickets</li>
<li>They are documenting a lot of security protocols</li>
<li>They are coming up with new security protocals whenever required.</li>
</ul>
",security-engineer,,,1,2,recMIvnEHn7DFybec,rec25eM1zf8i9g7V4,,,,6000,Electrical and Electronics Engineering,Sent to Client,recMIvnEHn7DFybec,"css,html,java,javascript,microsoft-sql-server,mysql",recMIvnEHn7DFybec,asia/india,rec25eM1zf8i9g7V4,asia/india,recMIvnEHn7DFybec,"en,hi,kn,te",rec25eM1zf8i9g7V4,"en,hi"
rec9B1Iwayh8YU3pc,,,,,,merger-and-acquisition-analyst,,,,,recMjd8Gsq7OhlC6W,rec9B1Iwayh8YU3pc,,,,,M&A,Sourced,,,,,rec9B1Iwayh8YU3pc,europe/france/paris,recMjd8Gsq7OhlC6W,"en,fr",,
recWril35NdQ1pyCs,,,,,,key-account-manager,,,,,recMkoRXtLTKU6mxo,recWril35NdQ1pyCs,,,,,,Rejected by client,,,,,recWril35NdQ1pyCs,europe/france/paris,recMkoRXtLTKU6mxo,"en,fr,zh",,
recMh3kDSANBvdJbu,,,8320,12480,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1,2,recMkRgF0Cfg0Idvm,recMh3kDSANBvdJbu,2023-03-24,,,,Computer Application,Rejected by client,,,,,recMh3kDSANBvdJbu,asia/india,recMkRgF0Cfg0Idvm,"en,hi",recMh3kDSANBvdJbu,"en,hi"
recCxmuaRimDj5fJh,2023-05-16,,75000,85000,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in front-end development, with a focus on Angular framework</li>
<li>Strong understanding of HTML, CSS, and JavaScript, and experience with related tools and technologies (e.g. TypeScript, Bootstrap, jQuery)</li>
<li>Strong focus on efficient data organisation and retrieval, and ability to optimise application performance</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!):</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience in building and leading a tech team</li>
</ul>
",frontend-developer,3,3,5,9,recmKZrpgx35vARTw,recCxmuaRimDj5fJh,,,80000,80000,Computer Science,Rejected by CP,recmKZrpgx35vARTw,"angularjs,front-end-engineering-design,react",,,,,recmKZrpgx35vARTw,en,recCxmuaRimDj5fJh,en
recAtcVMDz425qUT3,2023-05-15,,75000,85000,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4,4,5,9,recmMNTrEjqtRoILy,recAtcVMDz425qUT3,,,85000,,,Already In Client Pipeline,recmMNTrEjqtRoILy,"cloud-based,data-analysis,data-modeling,data-visualization,data-warehousing,postgresql,python",,,,,recmMNTrEjqtRoILy,en,recAtcVMDz425qUT3,en
rec7MvbTywFTvWryg,,,45000,60000,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,recMmwqsVt0Ycm7C6,rec7MvbTywFTvWryg,,,40000,45000,Développeuse Web et Web Mobile Fullstack Javascript Spécialisation Data & API,Rejected by CP,recMmwqsVt0Ycm7C6,"git,graphql,heroku,infrastructure,javascript,node.js,postgresql,react,ruby,typescript",recMmwqsVt0Ycm7C6,europe/france,rec7MvbTywFTvWryg,europe/france/paris,recMmwqsVt0Ycm7C6,"en,fr",rec7MvbTywFTvWryg,fr
