,missionCandidate,missionId,status,Time_matching_score,Salary_matching_score,Hardskill_Matching_Score,Degree_Subjects_Matching_Score,Position_Matching_Score,Location_Matching_Score,Language_Matching_Score,Reason
397,recO1lIu87BUyGPzY,recA3Ye1PMACJlO1Z,Rejected by CP,-0.0,-0.0,0.8,0.6,0.9,0.0,0.0,"Candidate has experience in AWS, C#, JavaScript, MySQL, PHP, and Python which are related to the job requirements. Candidate has degree in Mathematics and Informatics which covers some of the job requirements. Candidate is capable of the job position. Candidate's location does not match with the job location. Candidate's language does not match with the job language."
398,reco6icITqspLyLCU,rec7MvbTywFTvWryg,Rejected by CP,,-0.0,0.8,0.5,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required by the job, which is 80% matched. The candidate has a degree in a related field, which is 50% matched. The candidate has 7 out of 10 hardskills and a degree in a related field, which is 70% matched. The candidate's location is not matched with the job location, which is 0% matched. The candidate's language is matched with the job language, which is 100% matched."
399,,recWril35NdQ1pyCs,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects match 60% of the job requirements. The candidate has all the required languages and is able to work in the job location."
400,recodrCvMz3sQiMbt,recwMSrftJ7BbX5mZ,Sent to Client,,,0.8,0.6,0.7,0.0,1.0,The candidate has experience in ETL which is related to the job requirement. The candidate has a degree in Computer Science which covers some of the job requirement. The candidate is capable of the job position as they have the required hardskills and degree subjects. The candidate's location does not match the job location. The candidate can speak both English and Hindi which is required for the job.
401,recof9Ngf1EePK6vA,recwMSrftJ7BbX5mZ,Rejected by client,,-0.418,0.8,0.6,0.9,0.0,1.0,"The candidate has 7 out of 8 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate has all the language requirements for the job, but the location does not match."
402,recOgcjUDXU7E9cdC,recLaxiCREBzTpmDO,Rejected by CP,,-0.6,0.8,0.5,0.7,1.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subjects are related to the job. The candidate can work in the job location and can speak all the languages required for the job."
403,recOh3xAEo6sbgH5u,recwMSrftJ7BbX5mZ,Sent to Client,,,0.8,0.5,0.7,0.0,1.0,The candidate has hardskills in Python and SQL-Azure which are related to the job requirements. The candidate's degree subjects are not related to the job requirements. The candidate has hardskills and degree subjects which are related to the job position. The candidate's location is not the same as the job location. The candidate's languages are the same as the job languages.
404,,recXsP0cgPHypy429,Rejected by client,,,0.8,0.6,0.9,1.0,0.0,The candidate has hardskills that are related to the job requirements and position. The candidate's degree subjects cover some of the job requirements. The candidate's location matches the job location. The candidate does not have the language required for the job.
405,recolmlGaG7sZlCBi,recAtcVMDz425qUT3,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has experience with ETL and Python, which are two of the required skills for the job. The candidate has a BSc in Computer Science, which covers some of the skills required for the job. The candidate is capable of the job position, but not all the skills are covered. The candidate is not located in England, Wales or Scotland, so the location score is 0. The candidate speaks English, which is the required language for the job."
406,recoLwJUQiiu6kRND,recnBWL7L2B5oicAV,Rejected by CP,,-1.1,0.8,0.5,0.7,0.0,1.0,"The candidate has hardskills related to the job requirements, such as CRM, Salesforce.com, etc. The degree subject of the candidate is Risk Management, which is related to the job requirements. The candidate has the hardskills and degree subject to do the job position. However, the candidate's location is not matched with the job location. The candidate can speak all the languages required by the job."
407,recOoFoGopBmLsXMk,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.382,0.8,0.5,0.7,0.0,1.0,"The candidate has two hardskills which are related to the job requirements, and the candidate can speak all the languages required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location."
408,recoRGyGGmmJIynSz,recwMSrftJ7BbX5mZ,Sent to Client,,-0.132,0.75,0.5,0.9,0.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject is related to the job requirement. The candidate has all the language required for the job, but the location does not match."
409,recOSGnPO3gk8tkED,recGrGIFWaByaa5dg,Mission closed by client,,-2.4,0.8,0.5,0.7,0.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, which is 80% matched. The degree subjects of the candidate is not related to the job requirement, so the score is 0.5. The candidate has 3 out of 5 hardskills and degree subjects required for the job, which is 70% matched. The candidate's location is not matched with the job location, so the score is 0. The candidate's language is matched with the job language, so the score is 1."
410,recOvA68aeeEY5rsQ,rec1fLbPRArMKBz4D,Sent to Client,,-0.8,0.8,0.5,0.7,0.0,1.0,"The candidate has 4 out of 8 hardskills required for the job, which is 0.8. The candidate has a degree in business, which is related to the job requirement, so the score is 0.5. The candidate has 4 out of 8 hardskills and a degree in business, which is enough for the job position, so the score is 0.7. The candidate's location is not the same as the job location, so the score is 0. The candidate can speak both English and local language, which is required for the job, so the score is 1."
411,recoY2UCwRwyfQsDq,rec0t420QAE6AgEAn,Rejected by CP,-0.24,-0.5,0.8,0.9,0.9,0.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers all the job requirement. The candidate can speak both French and English, which is required for the job. However, the candidate is not located in the New Aquitaine region, so the location score is 0."
412,recozTCGXYT7MjIb8,recKmfrKT4uTpCS2x,Waiting list,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 5 out of 8 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate has all the languages required for the job, but the location does not match."
413,recp9Hf0EnCttCeMb,recA3Ye1PMACJlO1Z,Rejected by CP,-0.0,-0.0,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers 6 out of 10 skills required for the job. The candidate has all the language required for the job. However, the candidate's location does not match with the job location."
414,recpBTq9buh2ZREYz,rec25eM1zf8i9g7V4,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has a hardskill related to the job requirement, but the degree subject is not related to the job requirement. The candidate's hardskill and degree subject are both related to the job position, so the position matching score is 0.7. The candidate's location is not matched with the job location, so the location matching score is 0. The candidate's language is matched with the job language, so the language matching score is 1."
415,recPCY8tSpj7PGf5P,recTOLFUh69KqHf4t,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"Candidate has energy and pack-office hardskills which are related to the job requirement. Candidate has degree in Etudes en Commerce et Management which covers some of the job requirement. Candidate has experience in business-development which is related to the job position. Candidate can go to europe/france which is the job location. Candidate can speak ar,en,fr which are the required languages of the job."
416,recpFg7CfHXhEoSfV,rec5Vy4oVduUs4WKq,Rejected by CP,,-0.0,0.8,0.6,0.9,0.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can speak both English and Hungarian, which are the required languages for the job. However, the candidate is not based in the job location, so the location matching score is 0."
417,recpgJ6OtaMeogylT,recLaxiCREBzTpmDO,Rejected by client,,-0.9,0.8,0.6,0.9,1.0,1.0,"The candidate has 5 out of 6 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can work in the job location and speaks all the languages required for the job."
418,recPHtGRdRVSX6yU0,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.168,0.8,0.6,0.7,0.0,0.0,"The candidate has hardskills related to the job requirements, such as Apache, Apache-Spark, Python, etc. The degree subject Bachelor of Technology covers some of the job requirements. The candidate has some of the skills required for the job position, but not all. The candidate's location does not match the job location. The candidate's language does not match the job language."
419,recPJc0EH9o4xML6z,recGxlU3W94snVhuH,Rejected by CP,,-1.5,0.8,0.6,0.7,1.0,0.0,"The candidate has direct sales, key client relationships, negotiation, new business development and new business generation hardskills which are related to the job requirements. The candidate has a Bachelor of Arts (Honours): Marketing and Public Relations degree which covers some of the job requirements. The candidate's location is Europe/United Kingdom which is the same as the job location. The candidate can only speak English and Chinese, which does not match the job language requirement of Mandarin."
